6	8
7	50
8	96
9	161
10	197
11	329
12	384
13	436
14	468
15	532
16	583
17	562
18	550
19	545
20	576
21	545
22	511
23	502
24	485
25	482
26	415
27	418
28	358
29	319
30	301
31	280
32	265
33	235
34	200
35	190
36	182
37	139
38	150
39	119
40	114
41	93
42	84
43	75
44	69
45	63
46	52
47	49
48	48
49	36
50	32
51	30
52	22
53	12
54	16
55	20
56	10
57	12
58	11
59	7
60	9
61	9
63	3
64	4
65	3
66	4
67	4
70	2
71	3
73	3
74	5
78	2
79	2
